Site,SRR7666488,SRR7666480,SRR7666591,SRR7666498,SRR7666581,SRR7666588,SRR7666487,SRR7666500,SRR7666592,SRR7666589,SRR7666595,SRR7666482,SRR7666494,SRR7666490,SRR7666354,SRR7666485,SRR7666497,SRR7666355,SRR7666358,SRR7666351,SRR7666586,SRR7666483,SRR7666357,SRR7666352,SRR7666484,SRR7666348,SRR7666583,SRR7666599,SRR7666495,SRR7666596,SRR7666347,SRR7666481,start,end
chr2_169584899_169603641,21.0,,,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,,,10.0,,,,chr2_169584899,chr2_169603641
chr2_169584490_169603641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,chr2_169584490,chr2_169603641
chr2_169798976_169800951,,18.0,,,,,1.0,,,,1.0,3.0,,,,5.0,,46.0,,,,,,,,65.0,7.0,,19.0,,,,chr2_169798976,chr2_169800951
chr2_169799516_169800951,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,17.0,,,,,chr2_169799516,chr2_169800951
chr2_170954782_170961662,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,1.0,,,chr2_170954782,chr2_170961662
chr2_170956559_170961662,19.0,,,16.0,1.0,,,,,,7.0,,,12.0,,15.0,,,,,,,22.0,,,,4.0,,,,,,chr2_170956559,chr2_170961662
chr2_171522738_171553345,,,,,3.0,,,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,,,chr2_171522738,chr2_171553345
chr2_171541793_171553345,,,,42.0,2.0,3.0,,,2.0,3.0,,,,,,,,,,,,17.0,27.0,,,,,,,,,15.0,chr2_171541793,chr2_171553345
chr2_171953001_171965337,,,,,,,20.0,44.0,,,,,7.0,,,,,,36.0,,8.0,,,5.0,,,13.0,,,11.0,,,chr2_171953001,chr2_171965337
chr2_171957536_171965337,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,chr2_171957536,chr2_171965337
chr2_171925641_171965337,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_171925641,chr2_171965337
chr2_173918785_173954872,18.0,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,1.0,,,chr2_173918785,chr2_173954872
chr2_173929128_173954872,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,chr2_173929128,chr2_173954872
chr2_176269669_176296859,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,chr2_176269669,chr2_176296859
chr2_176270419_176296859,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_176270419,chr2_176296859
chr2_177232008_177232391,12.0,8.0,,,,,9.0,29.0,,19.0,,,,10.0,34.0,33.0,,,,85.0,5.0,,,,,,8.0,6.0,,,,,chr2_177232008,chr2_177232391
chr2_177232030_177232391,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,chr2_177232030,chr2_177232391
chr2_189470245_189470818,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,chr2_189470245,chr2_189470818
chr2_189469439_189470818,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,chr2_189469439,chr2_189470818
chr2_189578353_189579812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,chr2_189578353,chr2_189579812
chr2_189578472_189579812,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr2_189578472,chr2_189579812
chr2_189575320_189579812,,,4.0,,,,,,,28.0,,,,19.0,,,,,90.0,133.0,,,62.0,32.0,,,2.0,,29.0,3.0,38.0,15.0,chr2_189575320,chr2_189579812
chr2_189782602_189784268,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,chr2_189782602,chr2_189784268
chr2_189783123_189784268,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,chr2_189783123,chr2_189784268
chr2_189782464_189784268,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,chr2_189782464,chr2_189784268
chr2_190244968_190246153,,,,,,,,,11.0,,3.0,24.0,8.0,,,,,,,,,,,,,,,,,4.0,,,chr2_190244968,chr2_190246153
chr2_190245370_190246153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,chr2_190245370,chr2_190246153
chr2_190261234_190287585,,,,,,5.0,,,6.0,,,12.0,1.0,,,,,,,,,,,,,,,,14.0,,,,chr2_190261234,chr2_190287585
chr2_190284376_190287585,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_190284376,chr2_190287585
chr2_190366895_190369102,,12.0,,,,,,,,,,,,,,,,,,,,23.0,10.0,,,,,,,,,,chr2_190366895,chr2_190369102
chr2_190368996_190369102,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_190368996,chr2_190369102
chr2_191682017_191683728,2.0,,,,,,4.0,,,,,,,,46.0,,,,6.0,17.0,2.0,2.0,1.0,3.0,,,,,,3.0,41.0,,chr2_191682017,chr2_191683728
chr2_191682595_191683728,,,,,,,,,,,,5.0,,,,,,,,,,,20.0,,,,,,,,,,chr2_191682595,chr2_191683728
chr2_196051249_196058053,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,chr2_196051249,chr2_196058053
chr2_196028047_196058053,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,chr2_196028047,chr2_196058053
chr2_197494752_197495293,6.0,,9.0,,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,chr2_197494752,chr2_197495293
chr2_197494771_197495293,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,chr2_197494771,chr2_197495293
chr2_200329480_200389222,,,,,,,,,,,,,,,,,,,,,,,7.0,,,132.0,,,,,,,chr2_200329480,chr2_200389222
chr2_200384017_200389222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,chr2_200384017,chr2_200389222
chr2_20041007_20051409,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,12.0,,chr2_20041007,chr2_20051409
chr2_20041011_20051409,57.0,22.0,31.0,55.0,23.0,19.0,33.0,23.0,,32.0,4.0,91.0,24.0,61.0,145.0,61.0,58.0,214.0,97.0,13.0,10.0,,45.0,75.0,29.0,,9.0,33.0,,26.0,46.0,,chr2_20041011,chr2_20051409
chr2_20050856_20051409,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,chr2_20050856,chr2_20051409
chr2_200859746_200861237,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,2.0,,,chr2_200859746,chr2_200861237
chr2_200860215_200861237,,,,,15.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,chr2_200860215,chr2_200861237
chr2_201233622_201234015,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,chr2_201233622,chr2_201234015
chr2_201233554_201234015,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_201233554,chr2_201234015
chr2_201272776_201274888,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,chr2_201272776,chr2_201274888
chr2_201272942_201274888,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,chr2_201272942,chr2_201274888
chr2_201407597_201420416,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr2_201407597,chr2_201420416
chr2_201412281_201420416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,chr2_201412281,chr2_201420416
chr2_202275189_202282350,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,chr2_202275189,chr2_202282350
chr2_202278002_202282350,,,36.0,4.0,,11.0,23.0,50.0,9.0,,2.0,15.0,36.0,,,57.0,,94.0,19.0,92.0,4.0,6.0,56.0,,,,,,,,,,chr2_202278002,chr2_202282350
chr2_202278329_202282350,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,chr2_202278329,chr2_202282350
chr2_202278002_202284344,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_202278002,chr2_202284344
chr2_202282472_202284344,,,18.0,,,19.0,5.0,34.0,11.0,,13.0,,31.0,,,23.0,,72.0,,56.0,,20.0,73.0,,,,8.0,,,,,,chr2_202282472,chr2_202284344
chr2_202295837_202297378,,,4.0,,,,,13.0,,,6.0,,,,,7.0,,30.0,,,,,3.0,,,,,,,,,,chr2_202295837,chr2_202297378
chr2_202292903_202297378,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,chr2_202292903,chr2_202297378
chr2_202297906_202300233,,,,,,,,29.0,,,2.0,,,,,,,,,,6.0,13.0,,,,,,,,,,,chr2_202297906,chr2_202300233
chr2_202300137_202300233,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,,,6.0,2.0,,,,,chr2_202300137,chr2_202300233
chr2_20263460_20282946,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_20263460,chr2_20282946
chr2_20278819_20282946,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,chr2_20278819,chr2_20282946
chr2_203402734_203416907,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,chr2_203402734,chr2_203416907
chr2_203411371_203416907,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_203411371,chr2_203416907
chr2_205763941_205765473,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,chr2_205763941,chr2_205765473
chr2_205752975_205765473,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_205752975,chr2_205765473
chr2_205763936_205765473,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_205763936,chr2_205765473
chr2_206161132_206161345,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,chr2_206161132,chr2_206161345
chr2_206160710_206161345,,,,,,,,33.0,6.0,,,,,,,,,,,,,,6.0,,,,,,,,,,chr2_206160710,chr2_206161345
chr2_207560372_207567462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,chr2_207560372,chr2_207567462
chr2_207561160_207567462,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_207561160,chr2_207567462
chr2_211952284_212124751,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,chr2_211952284,chr2_212124751
chr2_212018284_212124751,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr2_212018284,chr2_212124751
chr2_215947113_215996305,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,12.0,chr2_215947113,chr2_215996305
chr2_215955684_215996305,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,chr2_215955684,chr2_215996305
chr2_218238850_218245419,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,chr2_218238850,chr2_218245419
chr2_218239484_218245419,28.0,1.0,1.0,,3.0,15.0,20.0,32.0,,,,7.0,,34.0,423.0,,11.0,282.0,,195.0,,5.0,106.0,52.0,59.0,113.0,,18.0,19.0,3.0,33.0,,chr2_218239484,chr2_218245419
chr2_218249573_218249820,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,chr2_218249573,chr2_218249820
chr2_218249464_218249820,40.0,116.0,26.0,,20.0,20.0,43.0,36.0,,,,21.0,43.0,36.0,429.0,,23.0,373.0,13.0,119.0,1.0,6.0,169.0,154.0,48.0,191.0,,14.0,19.0,33.0,53.0,,chr2_218249464,chr2_218249820
chr2_218269534_218269965,,,,,,,,,,,,,8.0,18.0,,,,,,,,7.0,2.0,,,,,,,,,,chr2_218269534,chr2_218269965
chr2_218269537_218269965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,18.0,,chr2_218269537,chr2_218269965
chr2_219216832_219218124,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_219216832,chr2_219218124
chr2_219217807_219218124,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,chr2_219217807,chr2_219218124
chr2_219234288_219235707,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,chr2_219234288,chr2_219235707
chr2_219235585_219235707,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,chr2_219235585,chr2_219235707
chr2_219240094_219240190,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,chr2_219240094,chr2_219240190
chr2_219239682_219240190,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,chr2_219239682,chr2_219240190
chr2_219240285_219242513,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,chr2_219240285,chr2_219242513
chr2_219239833_219242513,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,chr2_219239833,chr2_219242513
chr2_220831595_220834312,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_220831595,chr2_220834312
chr2_220832500_220834312,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_220832500,chr2_220834312
chr2_222924595_222928861,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_222924595,chr2_222928861
chr2_222927189_222928861,10.0,,,,,,,60.0,,,,,,,,,,,,,15.0,,15.0,,,,,,,,,,chr2_222927189,chr2_222928861
chr2_227340380_227347225,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,chr2_227340380,chr2_227347225
chr2_227342819_227347225,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_227342819,chr2_227347225
chr2_227340380_227352513,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,chr2_227340380,chr2_227352513
chr2_227347384_227352513,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_227347384,chr2_227352513
chr2_224920_229965,,,,,,,,1.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,chr2_224920,chr2_229965
chr2_219001_229965,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_219001,chr2_229965
chr2_230416328_230442936,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_230416328,chr2_230442936
chr2_230417665_230442936,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,33.0,,chr2_230417665,chr2_230442936
chr2_230357967_230444177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr2_230357967,chr2_230444177
chr2_230443099_230444177,1.0,,,,,,2.0,,,,,,,,34.0,,,,,,,,,,,,,,,,20.0,,chr2_230443099,chr2_230444177
chr2_230462518_230466300,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_230462518,chr2_230466300
chr2_230464150_230466300,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,chr2_230464150,chr2_230466300
chr2_231798964_231807486,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,chr2_231798964,chr2_231807486
chr2_231801207_231807486,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,chr2_231801207,chr2_231807486
chr2_236419271_236441039,,21.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,chr2_236419271,chr2_236441039
chr2_236399488_236441039,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,chr2_236399488,chr2_236441039
chr2_237087563_237088604,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,chr2_237087563,chr2_237088604
chr2_237087197_237088604,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,5.0,,,,,,chr2_237087197,chr2_237088604
chr2_237518648_237525600,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,chr2_237518648,chr2_237525600
chr2_237520029_237525600,,,25.0,,,38.0,,,,,,,3.0,,,,,,,,,,,,,,7.0,,,,,,chr2_237520029,chr2_237525600
chr2_237527516_237540347,,,15.0,,,17.0,,,,14.0,,,29.0,,,,,,,,,,,,,,3.0,,,,,10.0,chr2_237527516,chr2_237540347
chr2_237534647_237540347,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,5.0,chr2_237534647,chr2_237540347
chr2_237627740_237708543,,,,,,1.0,,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,chr2_237627740,chr2_237708543
chr2_237692521_237708543,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,,,,chr2_237692521,chr2_237708543
chr2_237772182_237772865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,chr2_237772182,chr2_237772865
chr2_237772198_237772865,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,chr2_237772198,chr2_237772865
chr2_23987547_23999671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,chr2_23987547,chr2_23999671
chr2_23984831_23999671,,10.0,,,,,,,,,,,10.0,,,,,,,,,,,,23.0,80.0,,,,,,,chr2_23984831,chr2_23999671
chr2_239961186_240005209,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_239961186,chr2_240005209
chr2_239990182_240005209,,,,,,,56.0,13.0,,9.0,,,,,,,,,,,11.0,,,,,,4.0,11.0,,,,5.0,chr2_239990182,chr2_240005209
chr2_240507691_240511860,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,chr2_240507691,chr2_240511860
chr2_240509455_240511860,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr2_240509455,chr2_240511860
chr2_241266883_241268476,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,chr2_241266883,chr2_241268476
chr2_241266906_241268476,17.0,,,,,,,,,,3.0,,,,,,,,,,,,6.0,,,,,,,,,,chr2_241266906,chr2_241268476
chr2_241317594_241324215,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,chr2_241317594,chr2_241324215
chr2_241315982_241324215,,,,,,2.0,,,,,,,,,36.0,,,,7.0,5.0,,,,12.0,,42.0,,7.0,3.0,1.0,10.0,,chr2_241315982,chr2_241324215
chr2_241317599_241324215,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,28.0,,chr2_241317599,chr2_241324215
chr2_241326113_241335125,,,,,,,,,,8.0,,,2.0,,41.0,9.0,,,,,,,,46.0,,88.0,2.0,4.0,5.0,,39.0,,chr2_241326113,chr2_241335125
chr2_241315982_241335125,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,chr2_241315982,chr2_241335125
chr2_241704724_241709215,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_241704724,chr2_241709215
chr2_241704768_241709215,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,chr2_241704768,chr2_241709215
chr2_25379323_25387288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,chr2_25379323,chr2_25387288
chr2_25383889_25387288,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,chr2_25383889,chr2_25387288
chr2_25580826_25607235,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,chr2_25580826,chr2_25607235
chr2_25596240_25607235,,,,,,,7.0,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,chr2_25596240,chr2_25607235
chr2_27212607_27213176,,,,,,5.0,,,,,,30.0,6.0,,,,,,,,,,7.0,,,,,,,,38.0,,chr2_27212607,chr2_27213176
chr2_27212467_27213176,,,,,,6.0,,,,7.0,,20.0,,11.0,,26.0,34.0,,20.0,,5.0,,21.0,70.0,,,,,,,,8.0,chr2_27212467,chr2_27213176
chr2_27317234_27322447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr2_27317234,chr2_27322447
chr2_27313109_27322447,,,,,,,,,,5.0,,,14.0,6.0,,,4.0,,,,3.0,4.0,35.0,27.0,,,4.0,,17.0,,51.0,2.0,chr2_27313109,chr2_27322447
chr2_27312772_27322447,,,,,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_27312772,chr2_27322447
chr2_27367559_27369005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr2_27367559,chr2_27369005
chr2_27368733_27369005,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,12.0,,,,,,chr2_27368733,chr2_27369005
chr2_27369209_27369413,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_27369209,chr2_27369413
chr2_27369212_27369413,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,chr2_27369212,chr2_27369413
chr2_27371343_27373246,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,chr2_27371343,chr2_27373246
chr2_27372740_27373246,18.0,,,,13.0,,,,,,,21.0,,,,,,,25.0,3.0,5.0,,,39.0,,,,,,,38.0,,chr2_27372740,chr2_27373246
chr2_27492790_27493388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,chr2_27492790,chr2_27493388
chr2_27492478_27493388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,chr2_27492478,chr2_27493388
chr2_272305_275139,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,chr2_272305,chr2_275139
chr2_272150_275139,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,chr2_272150,chr2_275139
chr2_27772692_27779432,,,,,,,3.0,,,,,,,,,,,,,,,5.0,,,,,,,,,14.0,,chr2_27772692,chr2_27779432
chr2_27774530_27779432,,,,,4.0,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,6.0,chr2_27774530,chr2_27779432
chr2_27988087_28025225,,,,,3.0,,,10.0,,,2.0,,,,,,1.0,,,,,,13.0,,,,,2.0,,,,,chr2_27988087,chr2_28025225
chr2_28024538_28025225,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_28024538,chr2_28025225
chr2_28129380_28237201,,12.0,,,,,,14.0,,,4.0,,,,,,,,,,,,21.0,,,,,7.0,,,,,chr2_28129380,chr2_28237201
chr2_28152553_28237201,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_28152553,chr2_28237201
chr2_28241393_28298337,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_28241393,chr2_28298337
chr2_28244862_28298337,,9.0,,,2.0,,,12.0,,,1.0,,,,,,3.0,,,,,,27.0,,,,,,,,,,chr2_28244862,chr2_28298337
chr2_28327447_28338449,,,,,3.0,,5.0,,,,,,,,,,,,,,,,14.0,,,,,,,,,,chr2_28327447,chr2_28338449
chr2_28298491_28338449,,13.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_28298491,chr2_28338449
chr2_28914208_28922918,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,chr2_28914208,chr2_28922918
chr2_28917995_28922918,,,5.0,,,,14.0,35.0,,,2.0,7.0,,,,,,31.0,,39.0,,,,,23.0,,6.0,,,,,,chr2_28917995,chr2_28922918
chr2_30147062_30155849,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,chr2_30147062,chr2_30155849
chr2_30148541_30155849,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,chr2_30148541,chr2_30155849
chr2_30147062_30156627,5.0,,,,,,,,,,,,10.0,3.0,,,20.0,5.0,,38.0,,,,,5.0,,,,2.0,,,,chr2_30147062,chr2_30156627
chr2_30148541_30156627,,,,,,,,,,,,,,,,,,,47.0,,,,18.0,,,,,,,,,,chr2_30148541,chr2_30156627
chr2_30155910_30156627,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,chr2_30155910,chr2_30156627
chr2_32024256_32029593,,,,,,,,,,,,2.0,,,,,,,,9.0,,,,7.0,,,,,,,,,chr2_32024256,chr2_32029593
chr2_32023808_32029593,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,chr2_32023808,chr2_32029593
chr2_32039521_32039732,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,chr2_32039521,chr2_32039732
chr2_32039492_32039732,10.0,5.0,,,,,,,,,,2.0,,,,,,,,,,,,7.0,,,,,,,,,chr2_32039492,chr2_32039732
chr2_37212297_37213863,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,chr2_37212297,chr2_37213863
chr2_37212392_37213863,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,chr2_37212392,chr2_37213863
chr2_38343512_38377142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr2_38343512,chr2_38377142
chr2_38354177_38377142,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,chr2_38354177,chr2_38377142
chr2_38745187_38746693,,,6.0,63.0,,,,,2.0,,,,5.0,,,14.0,,,,,,,,,,,,,,,,,chr2_38745187,chr2_38746693
chr2_38746179_38746693,16.0,7.0,,15.0,5.0,,11.0,15.0,7.0,,3.0,10.0,10.0,10.0,,,,39.0,,,3.0,10.0,,,12.0,,11.0,,,2.0,,,chr2_38746179,chr2_38746693
chr2_38748653_38749528,,,13.0,60.0,,,,11.0,5.0,11.0,,,,13.0,,,,,,,3.0,,,,,,14.0,,,,,,chr2_38748653,chr2_38749528
chr2_38749346_38749528,,2.0,,,,,3.0,,,,,17.0,,,,,,,,,,,,,,,1.0,,,,,,chr2_38749346,chr2_38749528
chr2_42640236_42644126,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,6.0,,,7.0,chr2_42640236,chr2_42644126
chr2_42609584_42644126,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,chr2_42609584,chr2_42644126
chr2_42682589_42695764,,,,,,,,,,,,,,,,22.0,,,,,,,,,15.0,,,,1.0,,,,chr2_42682589,chr2_42695764
chr2_42686093_42695764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,chr2_42686093,chr2_42695764
chr2_43232882_43291695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr2_43232882,chr2_43291695
chr2_43287061_43291695,,,,,,,,,2.0,,8.0,,19.0,,,,,,,,,,,,,,,,,,,,chr2_43287061,chr2_43291695
chr2_43783554_43794456,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_43783554,chr2_43794456
chr2_43789721_43794456,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,26.0,,,,chr2_43789721,chr2_43794456
chr2_43979948_43995798,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,chr2_43979948,chr2_43995798
chr2_43982434_43995798,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_43982434,chr2_43995798
chr2_46615185_46616969,,,,,,,,2.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,chr2_46615185,chr2_46616969
chr2_46592583_46616969,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,chr2_46592583,chr2_46616969
chr2_46907969_46915722,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,chr2_46907969,chr2_46915722
chr2_46909177_46915722,,,,,,,,,,22.0,,,,,,9.0,,36.0,,1.0,,,,,,,,,,,,,chr2_46909177,chr2_46915722
chr2_47155376_47161722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr2_47155376,chr2_47161722
chr2_47160804_47161722,86.0,61.0,80.0,250.0,25.0,78.0,67.0,129.0,20.0,13.0,62.0,35.0,187.0,25.0,459.0,11.0,80.0,136.0,190.0,101.0,28.0,17.0,308.0,288.0,64.0,404.0,56.0,95.0,370.0,65.0,346.0,63.0,chr2_47160804,chr2_47161722
chr2_47791123_47798610,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_47791123,chr2_47798610
chr2_47796063_47798610,,,,,,,,,,9.0,,,,,,,,,,,1.0,,,,,,,,,,,,chr2_47796063,chr2_47798610
